I try to be likeable and tend to like others as well	teme	7
I tend to have a variety of interests	teme	7
I don't like to be fenced in with obligations	teme	7
I love adventure and new experiences	teme	7
In some ways, I am a "jack of all trades"	teme	7
I am uninhibited and feel free to speak my mind	teme	7
I am extraverted and feel comfortable in crowds	teme	7
I tend to be assertive and even aggressive at times	teme	8
I dislike it when people try to manipulate me	teme	8
I am independent and my own boss	teme	8
I can be argumentative and am not afraid to fight	teme	8
I overindulge at times	teme	8
I work hard and am protective of the ones I love	teme	8
I don't "pull punches" and tell people exactly what I think	teme	8
I am decisive and unshakeable	teme	8
"Nice guys finish last"	teme	8
I can be indecisive at times	teme	9
I enjoy being in harmony with people and nature	teme	9
It's easier to do quick unimportant tasks than the big important ones	teme	9
I reject attempts to control me	teme	9
I can be a bit of a packrat at times	teme	9
It can be difficult getting started, but once I'm going it's hard to stop	teme	9
I tend to avoid conflict	teme	9
I have a positive outlook on life	teme	9
I am supportive and a good listener	teme	9
I take things seriously	twote	1
I do not like to joke around	twote	1
I tend to be honest, fair, and impartial	twote	1
I have been accused of being a perfectionist	twote	1
I believe ideals can make us better people	twote	1
Having a mission is key to making life worthwhile	twote	1
Being well-organized helps me get more done	twote	1
I like to double-check my work before moving on	twote	1
I have a solid sense of what's right and wrong	twote	1
I sometimes try to help people who really want to be left alone	twote	1
I will sometimes take responsibility when others won't	twote	1
I hate to make mistakes	twote	1
I care about other people	twote	2
I tend to be friendly	twote	2
I like it when people respond positively to my encouragement	twote	2
I want to help the homeless	twote	2
I want to help stray pets find their old home or a new one	twote	2
I am thoughtful and often generous	twote	2
At times I care more for others than I do for myself	twote	2
It feels good to have people over and entertain them	twote	2
It's nice to win people over to my side	twote	2
I enjoy expressing my feelings and tend to "wear my heart on my sleeve"	twote	2
I like to keep up with how my friends are doing	twote	2
It warms my heart to think I helped someone feel better	twote	2
I am competent and efficient	twote	3
I love it when things are going well and I'm in the flow	twote	3
I do my best to make a good first impression	twote	3
Feeling successful is one of the best feelings I've ever had	twote	3
I mind my manners and am very polite	twote	3
I tend to hide my self-doubt and insecurities	twote	3
I can be competitive at times	twote	3
I want to be the best at what I do	twote	3
I am not afraid to cut corners occasionally	twote	3
I work hard and expect my efforts to be appreciated	twote	3
When things aren't going well, I do not hesitate to change course	twote	3
I can be a workaholic and am happiest when working towards a goal	twote	3
I can be difficult to get along with at times	twote	4
I sometimes enjoy being somewhat of a contrarian	twote	4
I don't mind sulking and wallowing in negativity when I feel down	twote	4
Sometimes I feel lonely and misunderstood	twote	4
It's nice to have some control over the work I am doing	twote	4
I can be vocal and temperamental when things aren't going my way	twote	4
I have a vivid imagination	twote	4
I am a romantic and long to find my soul mate	twote	4
Sometimes I give up too easily	twote	4
I am not afraid to break the rules	twote	4
I tend to do my best work when left alone	twote	4
I am in touch with my values and needs, and they drive my decisions	twote	4
I am thorough and detail-oriented	twote	5
I love to dive deeply into interesting topics	twote	5
I am a private person	twote	5
In groups I tend to be silent and invisible	twote	5
Rational decisions are best, and they require the absolute truth	twote	5
People sometimes tell me I should get out more	twote	5
Given enough time, I can solve highly complex problems	twote	5
Normalcy is in the eye of the beholder	twote	5
I am very curious and tend to know about a variety of things	twote	5
I have a very active internal dialogue	twote	5
I sometimes lose track of time while getting lost in my work	twote	5
Once I get going on something, it can be hard to change course	twote	5
I tend to be emotional, but can be very logical at times	twote	6
I am careful and fearful of embarassment for making mistakes	twote	6
In an effort to avoid criticism, I often conform to others' expectations	twote	6
It's important to know the rules, even if you are going to break them	twote	6
I feel that only a very few people are truly worthy of my admiration	twote	6
I tend to be self-conscious, but do my best to hide it	twote	6
I insist on making my own decisions, but do so only when I'm good and ready	twote	6
I doubt myself -- and most everyone else as well	twote	6
I tend to be suspicious of others' hidden motives	twote	6
I am persistent: "when the going gets tough, the tough get going"	twote	6
I have a lot of anxiety	twote	6
Despite my best efforts, I occasionally fall for scams	twote	6
I enjoy traveling and experiencing different cultures	twote	7
I am an active person and have a busy schedule	twote	7
"Variety is the spice of life"	twote	7
I value excitement and am not afraid to take risks	twote	7
Contrary to what the "experts" say, I am able to multitask efficiently	twote	7
I cannot stand being bored	twote	7
I am adventurous and love to try new things	twote	7
When I have had enough of something, I move on to something else	twote	7
I would rather brainstorm ideas than actually implement them	twote	7
I rebound quickly from bad experiences	twote	7
I am easily distracted	twote	7
I have trouble saving money	twote	7
I am an independent person	twote	8
I know how to get the things I need	twote	8
I sometimes feel protective of my friends and family	twote	8
I tend to look down on weak people	twote	8
In a fight, I will not surrender until I absolutely have to	twote	8
Only my very closes friends have seen my vulnerable side	twote	8
I can be brutally honest at times	twote	8
"What doesn't kill you, makes you stronger"	twote	8
I like to push myself and others beyond our comfort zones	twote	8
My skin is thicker than most others'	twote	8
I like to push myself to the limits of my capabilities	twote	8
I tend to see life from a zero-sum, winner-take-all perspective	twote	8
People often seem to know that it's safe to confide in me	twote	9
I am at peace with myself and most other people	twote	9
It is important for me to be comfortable, both mentally and physically	twote	9
I am adaptable and don't mind following another person's lead	twote	9
I am happy with who I am	twote	9
I tend to be flexible, but can be a bit stubborn at times	twote	9
In most situations I am cool, calm, and collected	twote	9
"The wealthiest person is a pauper at times, compared to a man with a satisfied mind"	twote	9
It's pointless to stress out about things you can't change	twote	9
It's easy for me to understand others' viewpoints	twote	9
I tend to "walk on the sunnyside of life"	twote	9
I know for a fact that "it's always darkest just before the dawn"	twote	9
